,title,location,posted_on,deadline,details,institute,link,keyword,comb,exist
170,MSCA-PF: Joint application at the University of Valencia. LED group (Digital reading and meta-analytic studies in education),Spain,10 June 2025,30 August 2025,"Professor Ladislao Salmeron , from the Digital reading and meta-analytic studies in education at the University of Valencia , welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Brief description of the...",UNIVERSITAT DE VALÈNCIA,/jobs/hosting/msca-pf-joint-application-university-valencia-led-group-digital-reading-and-meta,EEG,10 June 2025|/jobs/hosting/msca-pf-joint-application-university-valencia-led-group-digital-reading-and-meta,False
172,【Extension of period】Call for Associate Professor or Lecturer (Division of Biorobotics),Japan,7 August 2025,29 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Department of Intelligent Mechanical Systems, Faculty of Environmental, Life, Natural Science and Technology, Okayama University is inviting applications for the position of...",JREC-IN Portal,/jobs/366997,Cognitive_Neuroscience,7 August 2025|/jobs/366997,False
173,"Assistant Professor in School of Engineering, Institute of Science Tokyo (Former: Tokyo Institute of Technology)",Japan,7 August 2025,3 Nov 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Fields related to biomedical engineering (nanotechnology and materials, measurement engineering, data science, human interface/interaction, Kansei informatics, cognitive...",JREC-IN Portal,/jobs/367012,Cognitive_Neuroscience,7 August 2025|/jobs/367012,False
174,A PhD Student in Neuro-AI or Developmental Vision (M/F/X),Netherlands,7 August 2025,2 Feb 2026 - 15:01 (UTC),Centrum Wiskunde & Informatica (CWI) has a vacancy in the Machine Learning research group for a talented PHD-studenT iN NeuroAI of Developmental vision (m/f/x)A PHD-studenT iN NeuroAI of Developmental vision (m/f/x)to work on:The Curriculum of Sight - How Visual Processing Develops in Brains and......,AcademicTransfer,/jobs/367038,Cognitive_Neuroscience,7 August 2025|/jobs/367038,False
175,Postdoctoral researcher: Neuronal Dynamics underlying Auditory Perception (German speaking),Germany,6 August 2025,30 Aug 2025 - 11:59 (Europe/Berlin),Position: Post-doctoral PositionDeadline: 30 August 2025Employment Start Date: 1 October 2025Contract Length: 2 yearsCity: MainzCountry: GermanyInstitution: University Medical Center of the Johannes Gutenberg University MainzDepartment: Institute for PhysiologyDescription:The Rumpel Lab (here) is...,Unimedizin Mainz,/jobs/366853,Cognitive_Neuroscience,6 August 2025|/jobs/366853,False
177,Research support technician 2025/CP/160,Spain,5 August 2025,11 Aug 2025 - 15:00 (Europe/Brussels),"Grant/funding reference: PID2023-151673OB-I00 Job title: Projects ""Generación de Conocimiento 2023"" Research line / Scientific-technical services: SECONDS-GALES: Language as a tool for early detection of neurocognitive disorders in institutionalized Galician and Spanish speakers.JOB LOCATION AND...",University of A Coruña,/jobs/366549,Cognitive_Neuroscience,5 August 2025|/jobs/366549,False
178,Research support technician 2025/CP/159,Spain,5 August 2025,11 Aug 2025 - 15:00 (Europe/Brussels),"Grant/funding reference: PID2023-151673OB-I00 Job title: Projects ""Generación de Conocimiento 2023"" Research line / Scientific-technical services: SECONDS-GALES: Language as a tool for early detection of neurocognitive disorders in institutionalised Galician and Spanish speakers.JOB LOCATION AND...",University of A Coruña,/jobs/366543,Cognitive_Neuroscience,5 August 2025|/jobs/366543,False
182,POST-DOC (M/F)PROMIZE - Photopolymerized Zeolite/MOF@Polymer Hybrid Materials as Mixed Membranes for Improved Gas Separation,France,18 July 2025,7 Aug 2025 - 23:59 (UTC),"The PROMIZE project is dedicated to the innovative development of zeolite/MOF-polymer hybrid materials via unique photopolymerization approach. Its core mission is to design advanced and disruptive hybrid mixed matrix membranes (MMMs) that are mechanically, thermally, and chemically stable, offering...",CNRS - National Center for Scientific Research,/jobs/362281,Behavioral_Data_Science,18 July 2025|/jobs/362281,False
184,Postdoctoral Position at the Donders Centre for Cognition: Learning New Words (short term),Netherlands,18 July 2025,21 Aug 2025 - 21:59 (UTC),Do you want to discover how the brain supports how new words are learned and remembered and how that may change with age? This one-year postdoctoral position in language acquisition and developmental neuroscience will give you the opportunity to make those discoveries. You will make a major...,Radboud University Nijmegen via AcademicTransfer,/jobs/362200,Behavioral_Data_Science,18 July 2025|/jobs/362200,False
185,Postdoc in Statistics,Netherlands,18 July 2025,24 Aug 2025 - 21:59 (UTC),"The attention to LGBTQ+ people’s rights has clearly progressed. However, there are still evident negative attitudes towards LGBTQ+ showing important regional differences. Unfortunately, national level sample surveys are not designed to produce reliable regional estimates of those phenomena...",Utrecht University via AcademicTransfer,/jobs/362204,Behavioral_Data_Science,18 July 2025|/jobs/362204,False
186,POST DOC on generated content detection toward generalization on unknown dataset part of the CI2(IA) ANR project,France,18 July 2025,31 Aug 2025 - 22:00 (UTC),"The post doc is part of the Checking Image Integrity for Anticipating Influence Attacks [CI2(IA)] ANR project. In this context, we are interesting by passive and active methods (watermarking). Passive methods tend to be a necessity as we cannot trust image provenance currently. It is possible to...",ABG  - Association Bernard Gregory,/jobs/362222,Behavioral_Data_Science,18 July 2025|/jobs/362222,False
187,PhD Position F/M Fine-Grained Analysis of Android Application Behavior and Identification of Involved Actors,France,17 July 2025,16 Aug 2025 - 00:00 (UTC),"Android applications are highly sophisticated programs where many activities can occur in the background. Analyzing an application may reveal the presence of third-party libraries, but it is often difficult to fully understand what they do. Only by precisely analyzing what runs on a smartphone and...",inria,/jobs/361792,Behavioral_Data_Science,17 July 2025|/jobs/361792,False
189,GCZSC - Postdoc in Field-Based Boron and Potassium Biogeochemistry,Morocco,17 July 2025,15 Aug 2025 - 00:00 (UTC),"Area of specialization: Critical Zone is the “heterogeneous, near-surface environment in which complex interactions involving rock, soil, water, air, and living organisms regulate the natural habitat and determine availability of life-sustaining resources”. Its limits range from the top of the...",Times Higher Education,/jobs/361857,Behavioral_Data_Science,17 July 2025|/jobs/361857,False
190,Analysis of Tire Wear and Emission Mechanisms Through Experimental Characterization and Modeling of the Tire/Road Contact: Influence of Pavement Texture on Particle Generation,France,16 July 2025,5 Sep 2025 - 17:00 (Europe/Paris),"Supervisory Team: Université Gustave Eiffel: Bogdan Muresan-Paslaru, Malal Kane, Manuela Gennesseaux TH Köln: Danka Katrakova-Krüger This thesis focuses on understanding the fundamental mechanisms of tire wear and non-exhaust particle emission generation. Using a combination of experimental...",Université Gustave Eiffel,/jobs/361751,Behavioral_Data_Science,16 July 2025|/jobs/361751,False
191,Post-Doctoral Fellowship in Applied Artificial Intelligence / Computer Vision,Brazil,16 July 2025,11 Aug 2025 - 23:59 (UTC),"This call is for one (1) post-doctoral fellowship in Machine Learning, funded by the São Paulo Research Foundation (FAPESP), within the scope of the Advanced Research Center on Artificial Intelligence Recreating Environments (IARA), which is an ARC jointly supported by FAPESP, the Brazilian Ministry...","FAPESP, SAO PAULO RESEARCH FOUNDATION",/jobs/361440,Behavioral_Data_Science,16 July 2025|/jobs/361440,False
192,PhD in Smart e-Mobility Economics from User Perspective,Luxembourg,25 July 2025,24 Jul 2026 - 03:15 (UTC),"About us... The University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character. The Interdisciplinary Centre for Security, Reliability and Trust (SnT) at the University of Luxembourg is a leading international research and innovation...",University of Luxembourg,/jobs/364131,Behavioral_Data_Science,25 July 2025|/jobs/364131,False
193,PhD in Smart e-Mobility Economics from User Perspective,Luxembourg,25 July 2025,24 Jul 2026 - 03:23 (UTC),"About us... The University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character. The Interdisciplinary Centre for Security, Reliability and Trust (SnT) at the University of Luxembourg is a leading international research and innovation...",University of Luxembourg,/jobs/364132,Behavioral_Data_Science,25 July 2025|/jobs/364132,False
194,PhD in Smart e-Mobility Economics from User Perspective,Luxembourg,25 July 2025,24 Jul 2026 - 03:20 (UTC),"About us... The University of Luxembourg is an international research university with a distinctly multilingual and interdisciplinary character. The Interdisciplinary Centre for Security, Reliability and Trust (SnT) at the University of Luxembourg is a leading international research and innovation...",University of Luxembourg,/jobs/364133,Behavioral_Data_Science,25 July 2025|/jobs/364133,False
195,Wearable technology for behavioral monitoring in pediatric cancer – A digital biopsychosocial approach to expand and personalize care for improved health and qu,Belgium,25 July 2025,31 Aug 2025 - 23:59 (UTC),"Is technology your passion? Are you looking for a challenging position? Do you want to help children, adolescents and young adults (AYAs) diagnosed with cancer? Then you are the person we are looking for. Join our research group as a PhD student and fuse these interests to become a future leader in...",KU Leuven,/jobs/364140,Behavioral_Data_Science,25 July 2025|/jobs/364140,False
196,PhD Position on socio-economic effects of climate tipping points,Netherlands,25 July 2025,30 Aug 2025 - 21:59 (UTC),"As part of the EMBRACER project, you will use advanced models integrating our climate system to human behaviour to study potential scenarios of what could happen to Europe if the Atlantic Meridional Overturning Circulation weakens or tips.Your jobAs climate change is unfolding at an accelerating...",Utrecht University via AcademicTransfer,/jobs/364110,Behavioral_Data_Science,25 July 2025|/jobs/364110,False
197,PhD Position on Firms Expectations & Systemic Risk in Climate-Prone Regional Economies,Netherlands,25 July 2025,7 Sep 2025 - 21:59 (UTC),Join our ERC SPHINX Team to model how climate risks cascade through regional economies. Help uncover when businesses shift investment due to climate risks. Help shaping climate resilient policies!Job descriptionThis 4-year fully funded PhD position is part of the ERC Consolidator project “Systemic...,Delft University of Technology via AcademicTransfer,/jobs/364116,Behavioral_Data_Science,25 July 2025|/jobs/364116,False
198,PhD Position on Systemic Risk in Climate-Sensitive Housing Markets,Netherlands,25 July 2025,15 Sep 2025 - 21:59 (UTC),Join our ERC SPHINX Team to model how climate risks ripple through housing markets. Help uncover when homes become stranded assets and fuel systemic impacts. Help shaping climate resilient policies!Job descriptionThis 4-year fully funded PhD position is part of the ERC Consolidator project “Systemic...,Delft University of Technology via AcademicTransfer,/jobs/364117,Behavioral_Data_Science,25 July 2025|/jobs/364117,False
