title,location,posted_on,deadline,details,institute,link,keyword
"Acceptabilité, Efficacité et mécanismes d'actions des techniques de pressions profondes dans le trouble du spectre de l'autisme // Acceptability, effectiveness, and mechanisms of action of deep pressure techniques in autism spectrum disorder",France,11 July 2025,14 Aug 2025 - 22:00 (UTC),"Le Trouble du Spectre de l'Autisme (TSA) est un trouble neurodéveloppemental caractérisé par des déficits de la communication sociale, des comportements restreints, et des particularités sensorielles. Les techniques de rééducations sensorielles notamment les pressions profondes sont utilisées en...",ABG  - Association Bernard Gregory,/jobs/360363,Cognitive_and_Systems_Neuroscience
A Postdoctoral researcher on audiovisual speech processing in the developing brain,Netherlands,9 July 2025,30 Aug 2025 - 21:59 (UTC),"Are you interested in the relationship between brain development and language development? Come join the Department of Cognitive Neuropsychology at Tilburg University as a postdoctoral researcher. You will be part of the NWO-funded Vidi project “Tracking visual speech in the maturing brain”, in...",Tilburg University via AcademicTransfer,/jobs/359427,Cognitive_and_Systems_Neuroscience
"NOTICE OF SELECTION PROCEDURE FOR THE ADMISSION TO PhD PROGRAMME IN THEORETICAL AND APPLIED NEUROSCIENCE (CYCLE 41st, A. Y. 2025/2026) headquarters at the School of Advanced Studies - International Doctoral School University of Camerino",Italy,9 July 2025,19 Aug 2025 - 13:00 (UTC),"Selection procedure for admission to the PhD programme in ""THEORETICAL AND APPLIED NEUROSCIENCE"", 41st cycle . Academic Year 2025-2026, with headquarters at the School of Advanced Studies - International Doctoral School of the University of Camerino. National PhD Programme in ""Theoretical and...","Italian Ministry of Education, University and Research",/jobs/359580,Cognitive_and_Systems_Neuroscience
Post doc in in electronics for smart implants,Italy,9 July 2025,9 Aug 2025 - 00:00 (UTC),"Commitment & contract: 2 years, temporary contract Location: Center for Human Technologies (CHT), Genova (GE) Step into a world of endless possibilities, together let’s leave something for the future! At IIT, we are committed to advancing human-centered Science and Technology to address the most......",ISTITUTO ITALIANO DI TECNOLOGIA,/jobs/359493,Cognitive_and_Systems_Neuroscience
PhD/Postdoc position at the Institute of Neuroscience Université Catholique de Louvain  Identification of VNS response,Belgium,7 July 2025,31 Aug 2025 - 08:00 (Europe/Brussels),"Vagus nerve stimulation is an add-on treatment for patients with refractory epilepsy. Despite its well-established use in clinical practice, mechanisms of action remain poorly understood and only one third of implanted patients respond to the treatment. This project aims to improve VNS therapy by...",UCL-Institute of NeuroScience,/jobs/358952,Cognitive_and_Systems_Neuroscience
PhD in Developing an EEG-based neural model of human working memory (1.0 FTE),Netherlands,4 July 2025,17 Aug 2025 - 22:00 (UTC),"Human cognition is highly adaptive and can reason flexibly with new information. A crucial element for this is our working memory: a quick, reliable, and flexible system to maintain information temporarily, as needed, when needed. The goal of this project is to advance the understanding of how...",University of Groningen via AcademicTransfer,/jobs/358210,Cognitive_and_Systems_Neuroscience
Nine-month postdoctoral position in visual computational neuroscience,France,1 July 2025,30 Sep 2025 - 21:59 (UTC),"RESEARCHER PROFILE: Postdoc / R2: PhD holders |RESEARCH FIELD(S)1: BiologyMAIN SUB RESEARCH FIELD OR DISCIPLINES1: EngineeringJOB /OFFER DESCRIPTION This position is part of the ECOPOL project funded by the Agence Nationale de la Recherche (ANR) and the Agence Innovation Défense (AID), involving the...",Academic Positions,/jobs/357184,Cognitive_and_Systems_Neuroscience
Open Recruitment for Associate Professor (Female Only/Graduate School of Information Science and Technology ),Japan,27 June 2025,8 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The Cognitive Neuroinformatics Laboratory (Nakano Group) at the Graduate School of Information Science and Technology conducts research that combines neuroscience, bioscience...",JREC-IN Portal,/jobs/356023,Cognitive_and_Systems_Neuroscience
"The University of Tokyo, Department of Applied Biological Chemistry, Graduate School of Agricultural and Life Sciences",Japan,27 June 2025,1 Oct 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The Laboratory of Biochemistry, Graduate School of Agricultural and Life Sciences at the University of Tokyo is seeking a candidate to engage in research on physiological...",JREC-IN Portal,/jobs/355998,Computational_Neuroscience
Open Recruitment for Associate Professor (Female Only/Graduate School of Information Science and Technology ),Japan,27 June 2025,8 Aug 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project The Cognitive Neuroinformatics Laboratory (Nakano Group) at the Graduate School of Information Science and Technology conducts research that combines neuroscience, bioscience...",JREC-IN Portal,/jobs/356023,Computational_Neuroscience
"Recruitment of Postdoctoral Researcher at Arctic Geochemical Cycle Research Group, Institute of Arctic Climate and Environment Research (IACE), Research Institute for Global Change (RIGC) (AGP25-016)",Japan,27 June 2025,24 Aug 2025 - 23:59 (UTC),[Background of the recruitment and description of the project] * Background of the recruitment and description of the project We are accepting applications for a Postdoctoral Researcher position related to the “Future projections of the boreal forest ecosystem: Transient biosphere responses to...,JREC-IN Portal,/jobs/356053,Computational_Neuroscience
"[Female only] Seeking a Chief Scientist (Principal investigator, Indefinite-term) (25-576) (Pioneering Research Institute)",Japan,27 June 2025,16 Sep 2025 - 23:59 (UTC),"[Background of the recruitment and description of the project] * Background of the recruitment and description of the project Research Field and Overview RIKEN's research is based on comprehensiveness and interdisciplinarity, and with free thinking as its basic philosophy, RIKEN promotes research...",JREC-IN Portal,/jobs/356059,Computational_Neuroscience
PostDoc Fellowship: Neural Control of Leg Exoskeletons Post Stroke.,Netherlands,27 June 2025,24 Aug 2025 - 21:59 (UTC),"Our mission is to restore natural gait patterns in individuals with motor impairment (due to stroke, spinal cord injury etc) through real-time neural control of wearable robotic exoskeletons. You will be developing next-generation (low and high-level) control algorithms for wearable exoskeletons...",AcademicTransfer,/jobs/356087,Computational_Neuroscience
PostDoc Fellowship: Real-time ultrasound-based control of bionic legs,Netherlands,27 June 2025,24 Aug 2025 - 21:59 (UTC),Our mission is to enable intuitive control of powered ankle prostheses for amputees through real-time automatic tracking of muscle fascicle kinematics. You will be developing a proof of concept of the real-time control of a bionic ankle-foot based on online ultrasound sensing of the ankle muscle...,AcademicTransfer,/jobs/356091,Computational_Neuroscience
Research Manager (at the rank of Senior Research Assistant or Post-doctoral Fellow),Hong Kong,27 June 2025,31 Aug 2025 - 00:00 (UTC),Ref.: 532431 Work type: Full-time Department: Centre for Advancement of Chinese Language Education and Research within the Faculty of Education (10088) Categories: Senior Research Staff & Post-doctoral Fellow Research Manager (at the rank of Senior Research Assistant or Post-doctoral Fellow) in the...,Times Higher Education,/jobs/356141,Computational_Neuroscience
Assistant Professor or Associate Professor in Cellular Metabolism,Finland,27 June 2025,17 Aug 2025 - 00:00 (UTC),The Faculty of Biological and Environmental Sciences invites applications for the position of ASSISTANT PROFESSOR / ASSOCIATE PROFESSOR IN CELLULAR METABOLISM The expected starting for the position is by 1st January 2026 or by mutual agreement. The successful applicant will be appointed to a fixed...,University of Helsinki / General,/jobs/356178,Computational_Neuroscience
Assistant Professor in Living State Physics,Finland,27 June 2025,15 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Aalto University,/jobs/356201,Computational_Neuroscience
Assistant Professor in Neuroscience and Biomedical Engineering,Finland,27 June 2025,18 Aug 2025 - 00:00 (UTC),"Aalto University is where science and art meet technology and business. We shape a sustainable future by making research breakthroughs in and across our disciplines, sparking the game changers of tomorrow and creating novel solutions to major global challenges. Our community is made up of 120...",Aalto University,/jobs/356206,Computational_Neuroscience
PhD Position: Multimodal Automatic Detection of Stuttering-Like Disfluencies (M/F),France,6 June 2025,21 Aug 2025 - 00:00 (UTC),"The PhD candidate will take part in a multidisciplinary research project involving two complementary laboratories: LORIA, a computer science lab with expertise in speech processing and deep learning, and PRAXILING, a language sciences lab known for its work in phonetics and stuttering. The research...",CNRS - National Center for Scientific Research,/jobs/350182,Neural_Signal_Processing
Sonar Image Registration of the Seafloor for Underwater Drone Navigation Using Contrastive Learning,France,16 May 2025,31 Aug 2025 - 23:00 (Europe/Paris),"Scientific Background or State of the Art:Autonomous environment assessment in underwater settings during naval operations in unknown areas remains a challenging problem. Sonar images have limited range and do not directly provide a global view of the environment. Therefore, aligning (or registering...",IMT Atlantique,/jobs/344665,Neural_Signal_Processing
