title,location,posted_on,deadline,details,institute,link,keyword
Postdoctoral fellow - Department of Experimental Psychology,Belgium,25 June 2025,1 Jan 2026 - 22:59 (UTC),"Last application date Jan 01, 2026 00:00Department PP02 - Department of Experimental PsychologyContract Limited durationDegree PhDOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVERSITYGhent University is a world of its own. Employing more than 15.000 people, it is...",Academic Positions,/jobs/355182,Cognitive_Neuroscience
MSCA-PF 2024 Hosting offers at Sabancı Business School,Türkiye,4 March 2025,10 September 2025,The Sabanci Business School at Sabanci University is looking for outstanding post-doctoral researchers who are willing to apply for Marie Sklodowska –Curie Actions (MSCA) Postdoctoral Fellowships (PF) for the 2025 call. The interested candidates will have the opportunity to work with...,Sabanci University,/jobs/hosting/msca-pf-2024-hosting-offers-sabanci-business-school-0,Behavioral_Data_Science
Tenure-Track Professor/ Associate Professor/ Assistant Professor in the School of Public Health,Hong Kong,22 February 2025,20 Aug 2025 - 00:00 (UTC),"Ref.: 531277 Work type: Full-time Department: School of Public Health (22400) Categories: Professoriate Staff This is an open discipline, open rank call. Applications are invited for appointment as Tenure-Track Professor/ Associate Professor/ Assistant Professor (several posts) in the School of...",Times Higher Education,/jobs/319829,Behavioral_Data_Science
Researcher in Exposomics and Its Role in the Onset and Progression of Neurological Diseases - Postdoctoral Position,Spain,18 February 2025,8 Sep 2025 - 17:45 (Europe/Madrid),"The Omics Sciences Unit is a scientific infrastructure equipped with the most advanced instruments on the market, such as 2nd and 3rd generation sequencers (Illumina, Ion Torrent, Nanopore, and Luminex technologies) for studies in genomics, metagenomics, epigenomics, and transcriptomics, as well as...",EURECAT,/jobs/318192,Behavioral_Data_Science
Postdoctoral position in the Laboratory of Biological Rhythms,Czech Republic,8 February 2025,31 Aug 2025 - 23:00 (UTC),"Postdoctoral position in the Laboratory of Biological Rhythms Czech Academy of Sciences Biomedical Research Campus in Prague, Krč Project title: Impact of disruption of the circadian system on health Supervisor: Prof. PharmDr. Alena Sumova, DSc. Laboratory of Biological Rhythms Institute of...",jobRxiv,/jobs/315310,Behavioral_Data_Science
18-month postdoc at IFPEN -- Development of a Dynamic Modeling Methodology for Urban Mobility with MATSim Using Dynamic Data,France,6 February 2025,30 Sep 2025 - 23:59 (Europe/Paris),"KeywordsMobility simulation, MATSim/EQASim, mobility demand, OD matrix, data fusion, mobile phone data, public transport ticketing dataContextMATSim is a widely-used activity-and-agent based simulation framework designed to analyze transportation systems and urban planning. The MATSim scenario [1-2]...",IFP Energies nouvelles (IFPEN),/jobs/314926,Behavioral_Data_Science
18-month postdoc at IFPEN - Monitoring mobility patterns: detection of punctual anomalies and long-lasting disruptions,France,6 February 2025,30 Sep 2025 - 23:59 (Europe/Paris),"KeywordsAnomaly detection, mobility monitoring, spatiotemporal analysis, short-term and long-term disruptions.ContextIn recent years, urban mobility patterns have undergone significant changes. Local authorities have implemented green policies to transform the transportation ecosystem, while COVID...",IFP Energies nouvelles (IFPEN),/jobs/314921,Behavioral_Data_Science
Postdoc position in Animal Migration Ecology,Czech Republic,21 December 2024,9 Aug 2025 - 22:00 (UTC),"We are a research campus with a strong tradition in biosciences focused on complex ecological, evolutionary & developmental aspects of LIFE. The Faculty of Science, University of South Bohemia in České Budějovice, Czech Republic, is seeking a motivated Post-doctoral Researcher in Animal Migration...",ResearchJobs.cz,/jobs/304019,Behavioral_Data_Science
Postdoctoral position in the Laboratory of Biological Rhythms,Czech Republic,12 September 2024,30 Aug 2025 - 22:00 (UTC),"Postdoctoral position in the Laboratory of Biological Rhythms Czech Academy of Sciences Biomedical Research Campus in Prague, Krč Project title: Impact of disruption of the circadian system on health Supervisor: Prof. PharmDr. Alena Sumova, DSc. Laboratory of Biological Rhythms Institute of...",ResearchJobs.cz,/jobs/272288,Behavioral_Data_Science
Machine Learning Research Engineer,Slovakia,1 March 2024,31 Dec 2025 - 18:00 (Europe/Bratislava),"To our unique scientific institute with a dynamic research community, we seek a highly motivated team member, who will participate in interesting collaboration with industry and knowledge transfer. Your contribution will drive positive change through unique software solutions and you will...",Kempelen Institute of Intelligent Technologies,/jobs/200657,Behavioral_Data_Science
"Post Doctoral Fellow, Aerospace Engineering",United Arab Emirates,9 January 2024,28 Feb 2026 - 00:00 (UTC),General Details Position Code: 8800971 Position Type: Project Based (Fixed Term) Position Duration: 01/Jan/2024 to 31/DEC/2024 Position Title: Post-Doctoral Fellow Project Title: Drone Aerodynamics and Wake Interactions: Towards Urban Air Mobility Project Supervisor: Dr. Roberto Sabatini (lead)...,Times Higher Education,/jobs/184172,Behavioral_Data_Science
Predoctoral Researcher Funding Contract (Enric Julià Danés) - Transport emissions inequality and the harmonization of Low Emission Zones in the EU,Spain,22 July 2025,28 Sep 2025 - 23:59 (Europe/Madrid),"We are offering a Predoctoral Researcher Funding Contract to work on the project titled “Transport emissions inequality and the harmonization of Low Emission Zones in the EU”, supported by the Enric Julià Danés Predoctoral Researcher Funding Contract. This contract covers a three-year scholarship to...",Institut Quimic Sarria (IQS) – Universitat Ramon Llull,/jobs/363071,Behavioral_Data_Science
VAC_60_2025 - GROUP LEADER,Spain,22 July 2025,31 Aug 2025 - 23:59 (Europe/Madrid),"The Josep Carreras Leukaemia Research Institute (IJC) is a comprehensive cancer research center dedicated to conduct research and drive innovation in the epidemiological, preventive, clinical, translational, and basic aspects of leukaemia and other hematologic malignancies, with the final aim of...",Josep Carreras Leukaemia Research Institute (IJC),/jobs/363001,Behavioral_Data_Science
PhD in movement and behavioural ecology (M/F),France,22 July 2025,11 Aug 2025 - 23:59 (UTC),"The PhD is funded by the project RESALP, a collaborative project between CNRS and the Office Français de la Biodiversité (OFB). The hired person will be co-supervised by Philippe CHOLER (CNRS) and Mathieu GAREL (OFB). This PhD project aims to better understand how mountain animal species adjust...",CNRS - National Center for Scientific Research,/jobs/362932,Behavioral_Data_Science
Doctoral student in software engineering (F/M),France,22 July 2025,21 Aug 2025 - 00:00 (UTC),"The SPIRALS project team carries out research activities in the fields of distributed systems and software science. Our aim is to introduce more autonomy into the adaptation mechanisms of software systems, in particular to ensure the transition from adaptive to self-adaptive systems. In particular...",inria,/jobs/362869,Behavioral_Data_Science
PhD Student – Bioinformatics / Computational Biology (m/f/d),Germany,22 July 2025,20 Aug 2025 - 23:00 (UTC),"Join our exciting mission to decode leukemic dormancy and plasticity in AML! The research group of Dr. Junyan Lu (https://lu-group-ukhd.github.io/) at the Medical Faculty of Heidelberg University, in collaboration with Prof. Dr. Irmela Jeremias, invites applications for a PhD student in...",jobRxiv,/jobs/362874,Behavioral_Data_Science
PhD Position on Dynamical Models Learning for 3D Cell Imaging Data,Netherlands,22 July 2025,31 Aug 2025 - 21:59 (UTC),"Have you always wanted to work at the intersection of computer vision, machine learning and biomedical imaging? If the answer is yes, please continue reading!Join our team!Live-cell 3D microscopy is revealing biology at a breathtaking spatio-temporal scale, but today’s object trackers still struggle...",University of Amsterdam (UvA) via AcademicTransfer,/jobs/362856,Behavioral_Data_Science
Postdoc ManufActuring contRol Sonicare (MARS) (1.0 FTE),Netherlands,22 July 2025,15 Sep 2025 - 22:00 (UTC),"Postdoctoral position: ManufActuring contRol Sonicare (MARS) Due to the complexity of the assembly process anomalies can occur, that lead to unplanned downtime and sub-optimal production outcomes. Deviations from normal behavior have diverse causes, ranging from misplacement, heterogeneity in...",University of Groningen via AcademicTransfer,/jobs/362862,Behavioral_Data_Science
PhD CIFRE NEWHEAT/MINES PARIS: AI-assisted control & optimisation of  flexibility services provision of a Power-To-Heat installation with low-temperature thermal storage,France,22 July 2025,11 Sep 2025 - 22:00 (UTC),"Title: ""AI-assisted real-time control and optimisation of flexibility services provision of a Power-To-Heat installation integrating low-temperature thermal storage” Context and background: The European energy landscape is changing. On the generation side, the increased integration of renewable...",ABG  - Association Bernard Gregory,/jobs/362885,Behavioral_Data_Science
Postdoctoral Research Fellow - Molecular Simulation of Lipid Nanoparticles,Australia,22 July 2025,24 Aug 2025 - 00:00 (UTC),"Full-time, Fixed Term for 3 Years Salary Academic Level A6-B1 ($102,047 -$115,303 p.a.), depending on post-PhD experience 17% Superannuation and Flexible Working Arrangements Based at the RMIT Melbourne CBD campus About the Role We are seeking a Postdoctoral Research Fellow to join RMIT's Materials...",Times Higher Education,/jobs/362891,Behavioral_Data_Science
"Assistant professor in the group of research and teaching staff at the Institute of Management (Department of Marketing and Communication),",Poland,21 July 2025,21 Aug 2025 - 23:59 (Europe/Warsaw),"Invitation to the applications to the post of K.16.25.BDin accordance with Art. 119 paragraph. 1 of the Act of July 20, 2018 Law on Higher Education and Science (i.e. Journal of Laws of 2024, item 1571, as amended)INSTITUTION: POMERANIAN UNIVERSITY IN SŁUPSK, INSTITUTE OF MANAGEMENTCITY...",Uniwersytet Pomorski w Słupsku,/jobs/362752,Behavioral_Data_Science
